codigo,modelo
6526,Ranger TROPICAB 3.2 20V 4X4 TB Diesel
6527,Ranger TROPIVAN 2.5 16V 4X2 Flex
6528,Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.
6529,Ranger TROPIVAN 3.2 20V 4X4 TB Diesel
5365,Ranger TROPIVAN XLT 2.3 16V 150cv
5366,Ranger TROPIVAN XLT 3.0 PSE 4x2 TB Dies.
5367,Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.
10828,Ranger XL 2.0 4x4 CD Diesel Mec.
7688,Ranger XL 2.2 4x4 CD Diesel Mec.
7882,Ranger XL 2.2 4x4 CS Diesel Mec.
863,Ranger XL 2.3 16v 137cv 4x2 CD Repower.
864,Ranger XL 2.3 16v 137cv 4x2 CE Repower.
865,Ranger XL 2.3 16v 137cv 4x2 CS Repower.
866,Ranger XL 2.3 CS
867,Ranger XL 2.8 8v 135cv 4x2 CD TB Diesel
868,Ranger XL 2.8 8v 135cv 4x2 CE TB Diesel
869,Ranger XL 2.8 8v 135cv 4x2 CS TB Diesel
870,Ranger XL 2.8 8v 135cv 4x4 CD TB Diesel
871,Ranger XL 2.8 8v 135cv 4x4 CE TB Diesel
872,Ranger XL 2.8 8v 135cv 4x4 CS TB Diesel
3814,Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel
3815,Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel
3816,Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel
3817,Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel
873,Ranger XL 4.0 12v V6 210cv 4x2 CS Repow.
874,Ranger XL 4.0 CS
10829,Ranger XLS 2.0 4x2 CD Diesel Aut.
10830,Ranger XLS 2.0 4x4 CD Diesel Aut.
8316,Ranger XLS 2.2 4x2 CD Diesel Aut.
8049,Ranger XLS 2.2 4x2 CD Diesel Mec.
7590,Ranger XLS 2.2 4x4 CD Diesel Aut.
6693,Ranger XLS 2.2 4x4 CD Diesel Mec.
875,Ranger XLS 2.3 16V 145cv/150cv 4x2 CD
876,Ranger XLS 2.3 16V 145cv/150cv 4x2 CS
6165,Ranger XLS 2.5 16V 4x2 CD Flex
6166,Ranger XLS 2.5 16V 4x2 CS Flex
877,Ranger XLS 2.8 8V 135cv 4x2 CD TB Diesel
878,Ranger XLS 2.8 8V 135cv 4x2 CS TB Diesel
879,Ranger XLS 2.8 8V 135cv 4x4 CS TB Diesel
880,Ranger XLS 2.8/2.8 Storm  4x4 CD TB Dies
881,Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.
882,Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.
883,Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.
4848,Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.
10831,Ranger XLS 3.0 V6 4x4 CD Diesel Aut.
6562,Ranger XLS 3.2 20V 4x4 CD Diesel Aut.
6167,Ranger XLS 3.2 20V 4x4 CD Diesel Mec.
6168,Ranger XLS 3.2 20V 4x4 CS Diesel
4474,Ranger XLS SPORT 2.3 16V 150cv CS
4291,Ranger XLT 2.3 16V 150cv CD Repower.
884,Ranger XLT 2.3 CS
6169,Ranger XLT 2.5 16V 4x2 CD Flex
885,Ranger XLT 2.5 4x2 CD Diesel
886,Ranger XLT 2.5 4x2 CE Diesel
887,Ranger XLT 2.5 4x2 CS Diesel
888,Ranger XLT 2.5 4x4 CD Diesel
889,Ranger XLT 2.5 4x4 CE TB Diesel
890,Ranger XLT 2.5 4x4 CS TB Diesel
891,Ranger XLT 2.8 8v 135cv 4x2 CD TB Diesel
892,Ranger XLT 2.8 8v 135cv 4x4 CD TB Diesel
893,Ranger XLT 2.8 8v 135cv 4x4 CE TB Diesel
894,Ranger XLT 3.0 PSE 163cv 4x2 CD TB Dies.
895,Ranger XLT 3.0 PSE 163cv 4x4 CD TB Dies.
10763,Ranger XLT 3.0 V6 4x4 CD TB  Die. Aut.
6170,Ranger XLT 3.2 20V 4x4 CD Diesel
6171,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.
896,Ranger XLT 4.0 12v V6 210cv 4x4 CD Repow
897,Ranger XLT 4.0 12v V6 210cv 4x4 CE Repow
898,Ranger XLT 4.0 4x2 CE
899,Ranger XLT 4.0 4x2 CS
900,Ranger XLT 4.0 4x4 CD
901,Ranger XLT 4.0 4x4 CE
902,Ranger XLT 4.0 4x4 CS
903,Ranger XLT Limit./L.Cent. 2.8 CD TB Dies
904,Royale Ghia 2.0/2.0i 2p e 4p
905,Royale GL 1.8/1.8i  2p e 4p
906,Royale GL 2.0/2.0i 2p e 4p
907,Taurus GL 3.0 V6
908,Taurus GL SW 3.0 V6 24V
909,Taurus L/LX 3.0 V6
910,Taurus LX SW 3.0 V6 24V
911,Taurus SHO 3.0 V6
9163,TERRITORY SEL 1.5 GTDi EcoBoost Aut.
9164,TERRITORY Titanium 1.5 GTDi EcoBo. Aut.
912,Thunderbird SC 3.8 V6
6202,TRANSIT Chassi 2.2 TDCI Diesel
5247,TRANSIT Chassi 2.4 TDCI Diesel
10838,TRANSIT Chassi 350E 2.0 EcoBule Diesel
10839,TRANSIT Chassi 470E 2.0 EcoBule Diesel
9839,TRANSIT Furgão 2.0 Curto Turbo Diesel
10638,TRANSIT Furgão 2.0 Longo Turbo Die Aut.
9840,TRANSIT Furgão 2.0 Longo Turbo Diesel
6383,TRANSIT Furgão 2.2 TDCI Curto Diesel
6296,TRANSIT Furgão 2.2 TDCI Longa Diesel
5884,TRANSIT Furgão 2.2 TDCI Longo Jumbo Dies
4838,TRANSIT Furgão 3330 2.4 TDCI Curto Dies.
4839,TRANSIT Furgão 3550 2.4 TDCI Longo Dies.
10639,TRANSIT Minibus 15 Lug. 2.0 16V Die Aut.
9650,TRANSIT Minibus 15 Lug. 2.0 16V Diesel
10640,TRANSIT Minibus 18 Lug. 2.0 16V Die Aut.
9651,TRANSIT Minibus 18 Lug. 2.0 16V Diesel
10641,TRANSIT Minibus Vidrada 2.0 16V Die Aut.
9652,TRANSIT Minibus Vidrada 2.0 16V Diesel
6203,TRANSIT Van 3550 2.2 TDCI 14/16lug. Dies
4840,TRANSIT Van 3550 2.4 TDCI 14lug. Diesel
913,Verona Ghia 2.0i 4p
914,Verona GL 1.8i / LX 1.8i 4p
915,Verona GLX 1.8 (Modelo antigo)
916,Verona GLX 1.8i / 1.8 4p
917,Verona GLX 2.0i / 2.0 4p
918,Verona LX 1.6 (Modelo antigo)
919,Verona LX 1.8 (Modelo antigo)
920,Verona S 2.0i 4p
921,Versailles Ghia 2.0i / 2.0 2p e 4p
922,Versailles GL 1.8i / 1.8 2p e 4p
923,Versailles GL 2.0i / 2.0 2p e 4p
924,Windstar GL
925,Windstar LX
