codigo;modelo
2491;{'codigo': 2491, 'nome': 'Parati CLi / CL/ Atlanta 1.8'}
3960;{'codigo': 3960, 'nome': 'Parati COMFORTLINE 1.6 Mi Tot.Flex 8V 4p'}
3805;{'codigo': 3805, 'nome': 'Parati COMFORTLINE 1.8 Mi Tot.Flex 8V 4p'}
2492;{'codigo': 2492, 'nome': 'Parati CROSSOVER 2.0 8V/ 1.0 16V TB 4p'}
2493;{'codigo': 2493, 'nome': 'Parati Evidence 1.8 8V/ 1.0 16V TB 4p'}
2494;{'codigo': 2494, 'nome': 'Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6'}
2495;{'codigo': 2495, 'nome': 'Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p'}
2496;{'codigo': 2496, 'nome': 'Parati GLi / GL 1.8'}
2497;{'codigo': 2497, 'nome': 'Parati GLS 2.0 Mi 2/4p'}
2498;{'codigo': 2498, 'nome': 'Parati GLSi 2.0 / GLS/ Surf 1.8'}
2499;{'codigo': 2499, 'nome': 'Parati GTi 2.0 Mi 16V'}
2501;{'codigo': 2501, 'nome': 'Parati Plus/ LS/ S'}
4521;{'codigo': 4521, 'nome': 'Parati SURF 1.6 Mi Total Flex'}
4522;{'codigo': 4522, 'nome': 'Parati SURF 1.8 Mi Total Flex'}
4908;{'codigo': 4908, 'nome': 'Parati TITAN 1.6 Mi Total Flex 8V 4p'}
2502;{'codigo': 2502, 'nome': 'Parati Utility 1.8 8V/ 1.0 Turbo 16V'}
2503;{'codigo': 2503, 'nome': 'Passat  L/LS/LSe/GL/GLS/TS/Fla/Vill/Plus'}
2504;{'codigo': 2504, 'nome': 'Passat 1.8 Aut.'}
2505;{'codigo': 2505, 'nome': 'Passat 1.8 Mec.'}
2506;{'codigo': 2506, 'nome': 'Passat 1.8 Tiptronic'}
2507;{'codigo': 2507, 'nome': 'Passat 2.0'}
3806;{'codigo': 3806, 'nome': 'Passat 2.0 FSI Tiptronic'}
2508;{'codigo': 2508, 'nome': 'Passat 2.8 V6 Mec.'}
2509;{'codigo': 2509, 'nome': 'Passat 2.8 V6 Protect Tiptronic'}
2510;{'codigo': 2510, 'nome': 'Passat 2.8 V6 Tiptronic'}
4322;{'codigo': 4322, 'nome': 'Passat 3.2 V6 FSI 24V 250cv Tip.'}
6896;{'codigo': 6896, 'nome': 'Passat CC 2.0 TSI 211cv Tiptronic'}
4929;{'codigo': 4929, 'nome': 'Passat CC 3.6 V6 FSI 300cv Tiptronic'}
7465;{'codigo': 7465, 'nome': 'Passat Comfortline 2.0 TSI 220cv Tip.'}
7466;{'codigo': 7466, 'nome': 'Passat Highline 2.0 TSI 220cv Tip.'}
2511;{'codigo': 2511, 'nome': 'Passat Pointer GTS'}
7051;{'codigo': 7051, 'nome': 'Passat R-Line TB 2.0 TSI Tiptronic 4p'}
4148;{'codigo': 4148, 'nome': 'Passat TB 2.0 FSI/TSI 211cv Tiptronic 4p'}
2512;{'codigo': 2512, 'nome': 'Passat Turbo 1.8 Mec.'}
2513;{'codigo': 2513, 'nome': 'Passat Turbo 1.8 Tiptronic'}
3917;{'codigo': 3917, 'nome': 'Passat Variant  2.0 FSI 150cv Tiptron.5p'}
2514;{'codigo': 2514, 'nome': 'Passat Variant 1.8 Aut.'}
2515;{'codigo': 2515, 'nome': 'Passat Variant 1.8 Mec.'}
2516;{'codigo': 2516, 'nome': 'Passat Variant 2.0'}
2517;{'codigo': 2517, 'nome': 'Passat Variant 2.8 V6'}
2518;{'codigo': 2518, 'nome': 'Passat Variant 2.8 V6 Tiptronic'}
4323;{'codigo': 4323, 'nome': 'Passat Variant 3.2 V6 FSI 24V 250cv Tip.'}
7320;{'codigo': 7320, 'nome': 'Passat Variant R-Line TB 2.0 TSI Tip. 5p'}
2519;{'codigo': 2519, 'nome': 'Passat Variant Turbo 1.8'}
2520;{'codigo': 2520, 'nome': 'Passat Variant Turbo 1.8 Tiptronic'}
4149;{'codigo': 4149, 'nome': 'Passat Variant Turbo 2.0 FSI Tiptron. 5p'}
2521;{'codigo': 2521, 'nome': 'Passat Variant VR6 2.8'}
2522;{'codigo': 2522, 'nome': 'Passat VR6 2.8'}
2523;{'codigo': 2523, 'nome': 'Pointer 1.8 / CLi'}
2524;{'codigo': 2524, 'nome': 'Pointer GLi 1.8'}
2525;{'codigo': 2525, 'nome': 'Pointer GLi 2.0'}
2526;{'codigo': 2526, 'nome': 'Pointer GTi 2.0'}
8070;{'codigo': 8070, 'nome': 'Polo 1.0 Flex 12V 5p'}
2527;{'codigo': 2527, 'nome': 'Polo 1.0 Mi 79cv 16V 5p'}
10107;{'codigo': 10107, 'nome': 'Polo 1.0 MPI Flex 12V 5p'}
10108;{'codigo': 10108, 'nome': 'Polo 1.0 TSI Flex 12V 5p'}
4930;{'codigo': 4930, 'nome': 'Polo 1.6 E-Flex 8V 5p'}
2528;{'codigo': 2528, 'nome': 'Polo 1.6 Mi/ S.Ouro 1.6Mi 101cv 8V 5p'}
2529;{'codigo': 2529, 'nome': 'Polo 1.6 Mi/S.Ouro 1.6 Mi Tot.Flex 8V 5p'}
8067;{'codigo': 8067, 'nome': 'Polo 1.6 MSI Flex 16V 5p'}
8426;{'codigo': 8426, 'nome': 'Polo 1.6 MSI Total Flex 16V 5p Aut.'}
2530;{'codigo': 2530, 'nome': 'Polo 2.0 Mi 116cv 8V 5p'}
4909;{'codigo': 4909, 'nome': 'Polo BLUEMOTION 1.6 Total Flex 8V 5p'}
2531;{'codigo': 2531, 'nome': 'Polo Classic 1.0 Mi 16v  65cv 4p'}
2532;{'codigo': 2532, 'nome': 'Polo Classic/ Special 1.8 Mi'}
8068;{'codigo': 8068, 'nome': 'Polo Comfort. 200 TSI 1.0 Flex 12V Aut.'}
10109;{'codigo': 10109, 'nome': 'Polo Comfortline TSI 1.0 Flex 12V Aut.'}
4797;{'codigo': 4797, 'nome': 'Polo GT 2.0 Mi Total Flex 8V 5p'}
4300;{'codigo': 4300, 'nome': 'Polo GTI 1.8 Mi 150cv 20V Turbo 3p'}
8996;{'codigo': 8996, 'nome': 'Polo GTS 1.4 TSI 16V Flex'}
8069;{'codigo': 8069, 'nome': 'Polo Highline 200 TSI 1.0 Flex 12V Aut.'}
10110;{'codigo': 10110, 'nome': 'Polo Highline TSI 1.0 Flex 12V Aut.'}
4989;{'codigo': 4989, 'nome': 'Polo I MOTION 1.6 Total Flex  5p'}
2533;{'codigo': 2533, 'nome': 'Polo Next 1.6 Mi 101cv 8V 5p'}
3982;{'codigo': 3982, 'nome': 'Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v'}
2536;{'codigo': 2536, 'nome': 'Polo Sed./Sed. COMF. 2.0/2.0 Flex 8V 4p'}
4990;{'codigo': 4990, 'nome': 'Polo Sed.COMFORT. I MOTION 1.6 T.Flex 4p'}
2534;{'codigo': 2534, 'nome': 'Polo Sedan 1.6 Mi 101cv 8V 4p'}
2535;{'codigo': 2535, 'nome': 'Polo Sedan 1.6 Mi Total Flex 8V 4p'}
2537;{'codigo': 2537, 'nome': 'Polo Sedan Evidence 1.6 Mi T.Flex 8v 4p'}
4991;{'codigo': 4991, 'nome': 'Polo Sedan I MOTION  1.6 Total Flex  4p'}
9558;{'codigo': 9558, 'nome': 'Polo Sense 200 TSI 1.0 Flex 12V Aut'}
3983;{'codigo': 3983, 'nome': 'Polo SPORTLINE 1.6 Mi Total Flex 8V 5p'}
5654;{'codigo': 5654, 'nome': 'Polo Sportline 2.0 Mi Total Flex 8V 5p'}
4992;{'codigo': 4992, 'nome': 'Polo SPORTLINE I MOTION 1.6 T.Flex 5p'}
10176;{'codigo': 10176, 'nome': 'Polo Track 1.0 Flex 12V 5p'}
10406;{'codigo': 10406, 'nome': 'Polo Track First Edition 1.0 Flex 12V 5p'}
2538;{'codigo': 2538, 'nome': 'Quantum 1.8 Mi/ 1.8i'}
2539;{'codigo': 2539, 'nome': 'Quantum 2.0 Mi'}
2540;{'codigo': 2540, 'nome': 'Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0'}
2541;{'codigo': 2541, 'nome': 'Quantum Evidence 2.0 Mi'}
2542;{'codigo': 2542, 'nome': 'Quantum Exclusive 2.0 Mi'}
2543;{'codigo': 2543, 'nome': 'Quantum GLi / GL 1.8/ 2.0'}
2544;{'codigo': 2544, 'nome': 'Quantum GLSi / GLS 1.8/Sport/ Family 2.0'}
2545;{'codigo': 2545, 'nome': 'Santana 1.8 Mi'}
2546;{'codigo': 2546, 'nome': 'Santana 2.0 Mi 2p e 4p'}
2547;{'codigo': 2547, 'nome': 'Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p'}
3961;{'codigo': 3961, 'nome': 'Santana COMFORTLINE 1.8 Mi 8V 4p'}
2548;{'codigo': 2548, 'nome': 'Santana CS/CD/CG'}
2549;{'codigo': 2549, 'nome': 'Santana Evidenc 2.0 MI'}
2550;{'codigo': 2550, 'nome': 'Santana Exclusiv 2.0 Mi/ Executivo 2.0i'}
2551;{'codigo': 2551, 'nome': 'Santana GLi / GL/ Sport 1.8/ 2.0'}
2552;{'codigo': 2552, 'nome': 'Santana GLSi / GLS 1.8/ 2.0'}
5009;{'codigo': 5009, 'nome': 'Saveiro 1.6 Mi Total Flex 8V CE'}
2553;{'codigo': 2553, 'nome': 'Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V'}
2554;{'codigo': 2554, 'nome': 'Saveiro 1.6 Mi/ 1.6Mi City Total Flex 8V'}
2555;{'codigo': 2555, 'nome': 'Saveiro 1.8 Mi'}
2556;{'codigo': 2556, 'nome': 'Saveiro 2.0 Mi'}
2557;{'codigo': 2557, 'nome': 'Saveiro City 1.8 Mi Total Flex 8V'}
2558;{'codigo': 2558, 'nome': 'Saveiro CL 1.6 Mi / CL/ C 1.6'}
2559;{'codigo': 2559, 'nome': 'Saveiro CL/ Summer 1.8 Mi e 1.8'}
5195;{'codigo': 5195, 'nome': 'Saveiro CROSS 1.6 Mi Total Flex 8V CE'}
6801;{'codigo': 6801, 'nome': 'Saveiro CROSS 1.6 T. Flex 16V CE'}
6941;{'codigo': 6941, 'nome': 'Saveiro CROSS 1.6 T.Flex 16V CD'}
3962;{'codigo': 3962, 'nome': 'Saveiro CROSSOVER 1.6 Mi Total Flex 8V'}
2560;{'codigo': 2560, 'nome': 'Saveiro CROSSOVER 1.8 Mi 8V'}
2561;{'codigo': 2561, 'nome': 'Saveiro CROSSOVER 1.8 Mi Total Flex 8V'}
2562;{'codigo': 2562, 'nome': 'Saveiro Diesel (todas)'}
10832;{'codigo': 10832, 'nome': 'Saveiro Extreme 1.6 Flex 16V CD'}
2563;{'codigo': 2563, 'nome': 'Saveiro FUN 1.8 99cv/ City e S.Surf  1.6'}
2564;{'codigo': 2564, 'nome': 'Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset'}
6942;{'codigo': 6942, 'nome': 'Saveiro Highline 1.6 T. Flex 8V CD'}
8026;{'codigo': 8026, 'nome': 'Saveiro Pepper 1.6 Flex 8V CD'}
8027;{'codigo': 8027, 'nome': 'Saveiro Pepper 1.6 Flex 8V CE'}
10141;{'codigo': 10141, 'nome': 'Saveiro Robust 1.6 Total Flex 16V '}
10142;{'codigo': 10142, 'nome': 'Saveiro Robust 1.6 Total Flex 16V CD'}
7566;{'codigo': 7566, 'nome': 'Saveiro Robust 1.6 Total Flex 8V'}
7960;{'codigo': 7960, 'nome': 'Saveiro Robust 1.6 Total Flex 8V CD'}
7272;{'codigo': 7272, 'nome': 'Saveiro Rock in Rio 1.6 Total Flex 8V CD'}
3984;{'codigo': 3984, 'nome': 'Saveiro SPORTLINE 1.6 Mi Total Flex 8V'}
3807;{'codigo': 3807, 'nome': 'Saveiro SPORTLINE 1.8 Mi Total Flex 8V'}
6802;{'codigo': 6802, 'nome': 'Saveiro Startline 1.6 T.Flex 8V'}
2565;{'codigo': 2565, 'nome': 'Saveiro Super Surf  1.8 Mi 8V 99cv'}
2566;{'codigo': 2566, 'nome': 'Saveiro Super Surf 1.6 Mi Total Flex 8V'}
2567;{'codigo': 2567, 'nome': 'Saveiro Super Surf 1.8 Mi Total Flex 8V'}
4523;{'codigo': 4523, 'nome': 'Saveiro SURF 1.6 Mi Total Flex 2p'}
4524;{'codigo': 4524, 'nome': 'Saveiro SURF 1.8 Mi Total Flex 2p'}
4451;{'codigo': 4451, 'nome': 'Saveiro TITAN  1.6 Mi Total Flex 2p'}
6799;{'codigo': 6799, 'nome': 'Saveiro Trendline 1.6 T.Flex 8V'}
6943;{'codigo': 6943, 'nome': 'Saveiro Trendline 1.6 T.Flex 8V CD'}
6800;{'codigo': 6800, 'nome': 'Saveiro Trendline 1.6 T.Flex 8V CE'}
9872;{'codigo': 9872, 'nome': 'Saveiro Trendline 1.6 Total Flex 16V'}
5010;{'codigo': 5010, 'nome': 'Saveiro TROOPER 1.6 Mi Total Flex 8V'}
5011;{'codigo': 5011, 'nome': 'Saveiro TROOPER 1.6 Mi Total Flex 8V CE'}
2568;{'codigo': 2568, 'nome': 'Saveiro TSi 2.0 Mi'}
7235;{'codigo': 7235, 'nome': 'SpaceCross 1.6 Mi Total Flex 16V'}
5655;{'codigo': 5655, 'nome': 'SpaceCross 1.6 Mi Total Flex 8V'}
7236;{'codigo': 7236, 'nome': 'SpaceCross I MOTION 1.6 Mi T. Flex 16V'}
5656;{'codigo': 5656, 'nome': 'SpaceCross I MOTION 1.6 Mi Total Flex 8V'}
4729;{'codigo': 4729, 'nome': 'SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.Flex'}
5314;{'codigo': 5314, 'nome': 'SPACEFOX  TREND I MOTION 1.6 T. Flex 8V'}
7321;{'codigo': 7321, 'nome': 'SPACEFOX 1.6 Trendline I MOT. T.Flex 8V'}
7322;{'codigo': 7322, 'nome': 'SPACEFOX 1.6 Trendline Total Flex 8v 5p'}
4007;{'codigo': 4007, 'nome': 'SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p'}
7217;{'codigo': 7217, 'nome': 'SPACEFOX COMF. I MOTION 1.6 Flex 8V 5p'}
4008;{'codigo': 4008, 'nome': 'SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p'}
7237;{'codigo': 7237, 'nome': 'SPACEFOX HIGHLINE 1.6 T.Flex 16V'}
7238;{'codigo': 7238, 'nome': 'SPACEFOX HIGHLINE I MOT. 1.6 T.Flex 16V'}
4836;{'codigo': 4836, 'nome': 'SPACEFOX Route 1.6 Mi T.Flex 5p'}
5315;{'codigo': 5315, 'nome': 'SPACEFOX SPORTLINE/HIGHLINE I MOTION 1.6'}
9529;{'codigo': 9529, 'nome': 'TAOS Comfortline 1.4 250 TSI Flex Aut.'}
9530;{'codigo': 9530, 'nome': 'TAOS Highline 1.4 250 TSI Flex Aut.'}
9531;{'codigo': 9531, 'nome': 'TAOS Launching Ed. 1.4 250 TSI Flex Aut.'}
8642;{'codigo': 8642, 'nome': 'T-Cross 1.0 TSI Flex 12V 5p Mec.'}
10373;{'codigo': 10373, 'nome': 'T-Cross 200 TSI 1.0  Flex 12V 5p Aut.'}
10374;{'codigo': 10374, 'nome': 'T-Cross Comfor. 200 TSI 1.0 Flex 5p Aut.'}
10375;{'codigo': 10375, 'nome': 'T-Cross Hig. 250 TSI 1.4 Flex 16V 5p Aut'}
10376;{'codigo': 10376, 'nome': 'T-Cross Sense 200 TSI 1.0 Flex 5p Aut.'}
7860;{'codigo': 7860, 'nome': 'TIGUAN 1.4 TSI 16V 150cv 5p'}
4931;{'codigo': 4931, 'nome': 'TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p'}
8300;{'codigo': 8300, 'nome': 'TIGUAN Allspac 250 TSI 1.4 Flex'}
8301;{'codigo': 8301, 'nome': 'TIGUAN Allspac Comf 250 TSI 1.4 Flex'}
10892;{'codigo': 10892, 'nome': 'TIGUAN Allspac R-Line 300 TSI 2.0 '}
8302;{'codigo': 8302, 'nome': 'TIGUAN Allspac R-Line 350 TSI 2.0 4x4'}
3835;{'codigo': 3835, 'nome': 'TOUAREG 3.2 24V V6 Tiptronic 5p'}
4442;{'codigo': 4442, 'nome': 'TOUAREG 3.6 24V V6 280cv Tiptronic 5p'}
2569;{'codigo': 2569, 'nome': 'TOUAREG 4.2 32V V8  Tiptronic 5p'}
7218;{'codigo': 7218, 'nome': 'TOUAREG R-Line 4.2 V8 360cv Tiptronic 5p'}
8702;{'codigo': 8702, 'nome': 'up! 1.0 Total Flex 12V 5p'}
6715;{'codigo': 6715, 'nome': 'up! black/white/red 1.0 T. Flex 12V 5p'}
7323;{'codigo': 7323, 'nome': 'up! black/white/red 1.0 TSI TFlex 12V 5p'}
6803;{'codigo': 6803, 'nome': 'up! black/white/red I MOTION 1.0 Flex 5p'}
8703;{'codigo': 8703, 'nome': 'up! Connect 1.0 TSI Total Flex 12V 5p'}
7047;{'codigo': 7047, 'nome': 'up! cross 1.0 T. Flex 12V 5p'}
7324;{'codigo': 7324, 'nome': 'up! cross 1.0 TSI Total Flex 12V 5p'}
7048;{'codigo': 7048, 'nome': 'up! cross I MOTION 1.0 T.Flex 12V 5p'}
6716;{'codigo': 6716, 'nome': 'up! high 1.0 Total Flex 12V 5p'}
7325;{'codigo': 7325, 'nome': 'up! high 1.0 TSI Total Flex 12V 5p'}
6804;{'codigo': 6804, 'nome': 'up! high I MOTION 1.0 T. Flex 12V 5p'}
6805;{'codigo': 6805, 'nome': 'up! move 1.0 T. Flex 12V 3p'}
6717;{'codigo': 6717, 'nome': 'up! move 1.0 Total Flex 12V 5p'}
7326;{'codigo': 7326, 'nome': 'up! move 1.0 TSI Total Flex 12V 5p'}
6806;{'codigo': 6806, 'nome': 'up! move I MOTION 1.0 T. Flex 12V 3p'}
6846;{'codigo': 6846, 'nome': 'up! move I MOTION 1.0 T. Flex 12V 5p'}
8028;{'codigo': 8028, 'nome': 'up! Pepper 1.0 TSI T.Flex 12V 5p'}
7639;{'codigo': 7639, 'nome': 'up! Run 1.0 Total Flex 12V 5p'}
7640;{'codigo': 7640, 'nome': 'up! Run I MOTION 1.0 Total Flex 12V 5p'}
7327;{'codigo': 7327, 'nome': 'up! SPEED 1.0 TSI T. Flex 12V 5p'}
6807;{'codigo': 6807, 'nome': 'up! take 1.0 T. Flex 12V 3p'}
6718;{'codigo': 6718, 'nome': 'up! take 1.0 Total Flex 12V 5p'}
7818;{'codigo': 7818, 'nome': 'up! track 1.0 Total Flex 12V 5p'}
8704;{'codigo': 8704, 'nome': 'up! Xtreme 1.0 TSI Total Flex 12V 5p'}
2570;{'codigo': 2570, 'nome': 'Van 1.6 Mi (furgão)'}
8427;{'codigo': 8427, 'nome': 'VIRTUS 1.6 MSI Flex 16V 4p Aut.'}
8184;{'codigo': 8184, 'nome': 'VIRTUS 1.6 MSI Flex 16V 5p Mec.'}
8185;{'codigo': 8185, 'nome': 'VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut'}
10411;{'codigo': 10411, 'nome': 'VIRTUS Exclusive 250TSI 1.4 Flex 16V Aut'}
8997;{'codigo': 8997, 'nome': 'VIRTUS GTS 1.4 TSI 16V Flex 4p'}
8186;{'codigo': 8186, 'nome': 'VIRTUS Highline 200 TSI 1.0 Flex 12V Aut'}
9599;{'codigo': 9599, 'nome': 'VIRTUS Sense 1.6 Flex 16V 5p Aut. '}
10412;{'codigo': 10412, 'nome': 'VIRTUS TSI 1.0 Flex 12V 4p Aut.'}
10413;{'codigo': 10413, 'nome': 'VIRTUS TSI 1.0 Flex 12V 4p Mec.'}
6808;{'codigo': 6808, 'nome': 'VOYAGE  Trendline 1.0 T.Flex 8V 4p'}
8325;{'codigo': 8325, 'nome': 'VOYAGE 1.0 Flex 12V 4p'}
4752;{'codigo': 4752, 'nome': 'VOYAGE 1.0/1.0 City Mi Total Flex 8V 4p'}
8464;{'codigo': 8464, 'nome': 'VOYAGE 1.6 MSI Flex 16V 4p Aut.'}
8326;{'codigo': 8326, 'nome': 'VOYAGE 1.6 MSI Flex 8V 4p'}
4753;{'codigo': 4753, 'nome': 'VOYAGE 1.6/1.6 City  Mi Total Flex 8V 4p'}
2571;{'codigo': 2571, 'nome': 'VOYAGE C/CL/Fox 1.6'}
2572;{'codigo': 2572, 'nome': 'VOYAGE CL 1.8'}
4754;{'codigo': 4754, 'nome': 'VOYAGE COMF/Highli. 1.6 T.Flex 8V 4p'}
6810;{'codigo': 6810, 'nome': 'VOYAGE Comfortline  1.0 T.Flex 8V 4p'}
7523;{'codigo': 7523, 'nome': 'VOYAGE Comfortline 1.0 T.Flex 12V 4p'}
6811;{'codigo': 6811, 'nome': 'VOYAGE Evidence 1.6 Total Flex 8V 4p'}
2573;{'codigo': 2573, 'nome': 'VOYAGE GL 1.8 4p (Argentino)'}
2574;{'codigo': 2574, 'nome': 'VOYAGE GL/ Special 1.6/ 1.8'}
6812;{'codigo': 6812, 'nome': 'VOYAGE I MOTION  Trendline 1.6 T.Flex 8V'}
5116;{'codigo': 5116, 'nome': 'VOYAGE I MOTION 1.6 Mi Total Flex 8V'}
5117;{'codigo': 5117, 'nome': 'VOYAGE I MOTION COMF/Hghli.1.6 T.Flex 8V'}
6813;{'codigo': 6813, 'nome': 'VOYAGE I MOTION Evidence 1.6 T.Flex 8V'}
5118;{'codigo': 5118, 'nome': 'VOYAGE I MOTION TREND 1.6 Mi T. Flex 8V'}
2575;{'codigo': 2575, 'nome': 'VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang'}
6671;{'codigo': 6671, 'nome': 'VOYAGE SELEÇÃO 1.0 Mi Total Flex 8V 4p'}
6672;{'codigo': 6672, 'nome': 'VOYAGE SELEÇÃO 1.6 I MOTION T.Flex 8V 4p'}
6673;{'codigo': 6673, 'nome': 'VOYAGE SELEÇÃO 1.6 Total Flex 8V 4p'}
4755;{'codigo': 4755, 'nome': 'VOYAGE TREND 1.6 Mi Total Flex 8V 4p'}
7524;{'codigo': 7524, 'nome': 'VOYAGE Trendline 1.0 T.Flex 12V 4p'}
6809;{'codigo': 6809, 'nome': 'VOYAGE Trendline 1.6 T.Flex 8V 4p'}
