codigo;modelo
831;{'codigo': 831, 'nome': 'Mondeo Ghia 2.0 16V 143cv 4p Mec'}
832;{'codigo': 832, 'nome': 'Mondeo Ghia 2.5 V6 Aut'}
833;{'codigo': 833, 'nome': 'Mondeo Ghia 2.5 V6 Mec'}
834;{'codigo': 834, 'nome': 'Mondeo GLX 2.0 16V 4p Aut'}
835;{'codigo': 835, 'nome': 'Mondeo GLX 2.0 4p e 5p'}
836;{'codigo': 836, 'nome': 'Mondeo GLX 2.0i SW Mec./ Aut.'}
837;{'codigo': 837, 'nome': 'Mustang 3.8 V6'}
838;{'codigo': 838, 'nome': 'Mustang 3.8 V6 Conv.'}
8987;{'codigo': 8987, 'nome': 'Mustang Black Shadow 5.0 V8'}
839;{'codigo': 839, 'nome': 'Mustang Cobra 5.7 V8'}
8238;{'codigo': 8238, 'nome': 'Mustang GT Premium 5.0 V8'}
840;{'codigo': 840, 'nome': 'Mustang GT V8'}
841;{'codigo': 841, 'nome': 'Mustang GT V8 Conversível'}
9354;{'codigo': 9354, 'nome': 'Mustang MACH 1 5.0 V8'}
10868;{'codigo': 10868, 'nome': 'Mustang Mach-E GT Performance (Elétrico)'}
842;{'codigo': 842, 'nome': 'Pampa 4x4 Jeep GL / L 1.6'}
843;{'codigo': 843, 'nome': 'Pampa Ghia 1.6/1.8/DUO'}
844;{'codigo': 844, 'nome': 'Pampa GL 1.6/ 1.8'}
845;{'codigo': 845, 'nome': 'Pampa L 1.6'}
846;{'codigo': 846, 'nome': 'Pampa L 1.8i / 1.8'}
847;{'codigo': 847, 'nome': 'Pampa S 1.8'}
848;{'codigo': 848, 'nome': 'Probe 2.0/2.2'}
849;{'codigo': 849, 'nome': 'Probe GT 2.5 V6'}
850;{'codigo': 850, 'nome': 'Ranger 2.5 4x2 CD TB Diesel'}
851;{'codigo': 851, 'nome': 'Ranger 2.5 4x2 CE Diesel'}
852;{'codigo': 852, 'nome': 'Ranger 2.5 4x2 TB Diesel'}
853;{'codigo': 853, 'nome': 'Ranger 2.5 4x4 CD TB Diesel'}
854;{'codigo': 854, 'nome': 'Ranger 2.5 4x4 CE TB Diesel'}
855;{'codigo': 855, 'nome': 'Ranger 2.5 4x4 TB Diesel'}
856;{'codigo': 856, 'nome': 'Ranger 2.5i CD'}
857;{'codigo': 857, 'nome': 'Ranger 2.5i CE'}
858;{'codigo': 858, 'nome': 'Ranger 2.5i CS'}
9359;{'codigo': 9359, 'nome': 'Ranger Black 2.2 4x2 CD Diesel Aut.'}
9772;{'codigo': 9772, 'nome': 'Ranger FX4 3.2 20V 4x4 CD Diesel Aut.'}
4998;{'codigo': 4998, 'nome': 'Ranger Limited 2.3 150cv CD'}
6163;{'codigo': 6163, 'nome': 'Ranger Limited 2.5 16V 4x2 CD Flex'}
859;{'codigo': 859, 'nome': 'Ranger Limited 3.0 PSE 4x4 CD TB Diesel'}
10761;{'codigo': 10761, 'nome': 'Ranger Limited 3.0 V6 4x4 CD TB Die. Aut'}
10741;{'codigo': 10741, 'nome': 'Ranger Limited 3.2 4x4 CD Diesel Aut.'}
10762;{'codigo': 10762, 'nome': 'Ranger Limited+ 3.0 V6 4x4 CD TB Die Aut'}
10891;{'codigo': 10891, 'nome': 'Ranger Raptor 3.0 V6 Bi-Turbo 4WD AUT.'}
860;{'codigo': 860, 'nome': 'Ranger Splash CE'}
861;{'codigo': 861, 'nome': 'Ranger Splash CS'}
6746;{'codigo': 6746, 'nome': 'Ranger SPORT 2.5 Flex 16V 4x2 CS'}
8079;{'codigo': 8079, 'nome': 'Ranger SPORTRAC 2.2 16V 4x4 CD Dies Aut.'}
9080;{'codigo': 9080, 'nome': 'Ranger Storm 3.2 20V 4x4 CD Diesel Aut.'}
862;{'codigo': 862, 'nome': 'Ranger STX 4.0 CS/ CE'}
6525;{'codigo': 6525, 'nome': 'Ranger TROPICAB 2.5 16V 4X2 Flex'}
6526;{'codigo': 6526, 'nome': 'Ranger TROPICAB 3.2 20V 4X4 TB Diesel'}
6527;{'codigo': 6527, 'nome': 'Ranger TROPIVAN 2.5 16V 4X2 Flex'}
6528;{'codigo': 6528, 'nome': 'Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.'}
6529;{'codigo': 6529, 'nome': 'Ranger TROPIVAN 3.2 20V 4X4 TB Diesel'}
5365;{'codigo': 5365, 'nome': 'Ranger TROPIVAN XLT 2.3 16V 150cv'}
5366;{'codigo': 5366, 'nome': 'Ranger TROPIVAN XLT 3.0 PSE 4x2 TB Dies.'}
5367;{'codigo': 5367, 'nome': 'Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.'}
10828;{'codigo': 10828, 'nome': 'Ranger XL 2.0 4x4 CD Diesel Mec. '}
7688;{'codigo': 7688, 'nome': 'Ranger XL 2.2 4x4 CD Diesel Mec.'}
7882;{'codigo': 7882, 'nome': 'Ranger XL 2.2 4x4 CS Diesel Mec.'}
863;{'codigo': 863, 'nome': 'Ranger XL 2.3 16v 137cv 4x2 CD Repower.'}
864;{'codigo': 864, 'nome': 'Ranger XL 2.3 16v 137cv 4x2 CE Repower.'}
865;{'codigo': 865, 'nome': 'Ranger XL 2.3 16v 137cv 4x2 CS Repower.'}
866;{'codigo': 866, 'nome': 'Ranger XL 2.3 CS'}
867;{'codigo': 867, 'nome': 'Ranger XL 2.8 8v 135cv 4x2 CD TB Diesel'}
868;{'codigo': 868, 'nome': 'Ranger XL 2.8 8v 135cv 4x2 CE TB Diesel'}
869;{'codigo': 869, 'nome': 'Ranger XL 2.8 8v 135cv 4x2 CS TB Diesel'}
870;{'codigo': 870, 'nome': 'Ranger XL 2.8 8v 135cv 4x4 CD TB Diesel'}
871;{'codigo': 871, 'nome': 'Ranger XL 2.8 8v 135cv 4x4 CE TB Diesel'}
872;{'codigo': 872, 'nome': 'Ranger XL 2.8 8v 135cv 4x4 CS TB Diesel'}
3814;{'codigo': 3814, 'nome': 'Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel'}
3815;{'codigo': 3815, 'nome': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel'}
3816;{'codigo': 3816, 'nome': 'Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel'}
3817;{'codigo': 3817, 'nome': 'Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel'}
873;{'codigo': 873, 'nome': 'Ranger XL 4.0 12v V6 210cv 4x2 CS Repow.'}
874;{'codigo': 874, 'nome': 'Ranger XL 4.0 CS'}
10829;{'codigo': 10829, 'nome': 'Ranger XLS 2.0 4x2 CD Diesel Aut. '}
10830;{'codigo': 10830, 'nome': 'Ranger XLS 2.0 4x4 CD Diesel Aut. '}
8316;{'codigo': 8316, 'nome': 'Ranger XLS 2.2 4x2 CD Diesel Aut.'}
8049;{'codigo': 8049, 'nome': 'Ranger XLS 2.2 4x2 CD Diesel Mec.'}
7590;{'codigo': 7590, 'nome': 'Ranger XLS 2.2 4x4 CD Diesel Aut.'}
6693;{'codigo': 6693, 'nome': 'Ranger XLS 2.2 4x4 CD Diesel Mec.'}
875;{'codigo': 875, 'nome': 'Ranger XLS 2.3 16V 145cv/150cv 4x2 CD'}
876;{'codigo': 876, 'nome': 'Ranger XLS 2.3 16V 145cv/150cv 4x2 CS'}
6165;{'codigo': 6165, 'nome': 'Ranger XLS 2.5 16V 4x2 CD Flex'}
6166;{'codigo': 6166, 'nome': 'Ranger XLS 2.5 16V 4x2 CS Flex'}
877;{'codigo': 877, 'nome': 'Ranger XLS 2.8 8V 135cv 4x2 CD TB Diesel'}
878;{'codigo': 878, 'nome': 'Ranger XLS 2.8 8V 135cv 4x2 CS TB Diesel'}
879;{'codigo': 879, 'nome': 'Ranger XLS 2.8 8V 135cv 4x4 CS TB Diesel'}
880;{'codigo': 880, 'nome': 'Ranger XLS 2.8/2.8 Storm  4x4 CD TB Dies'}
881;{'codigo': 881, 'nome': 'Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.'}
882;{'codigo': 882, 'nome': 'Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.'}
883;{'codigo': 883, 'nome': 'Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.'}
4848;{'codigo': 4848, 'nome': 'Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.'}
10831;{'codigo': 10831, 'nome': 'Ranger XLS 3.0 V6 4x4 CD Diesel Aut. '}
6562;{'codigo': 6562, 'nome': 'Ranger XLS 3.2 20V 4x4 CD Diesel Aut.'}
6167;{'codigo': 6167, 'nome': 'Ranger XLS 3.2 20V 4x4 CD Diesel Mec.'}
6168;{'codigo': 6168, 'nome': 'Ranger XLS 3.2 20V 4x4 CS Diesel'}
4474;{'codigo': 4474, 'nome': 'Ranger XLS SPORT 2.3 16V 150cv CS'}
4291;{'codigo': 4291, 'nome': 'Ranger XLT 2.3 16V 150cv CD Repower.'}
884;{'codigo': 884, 'nome': 'Ranger XLT 2.3 CS'}
6169;{'codigo': 6169, 'nome': 'Ranger XLT 2.5 16V 4x2 CD Flex'}
885;{'codigo': 885, 'nome': 'Ranger XLT 2.5 4x2 CD Diesel'}
886;{'codigo': 886, 'nome': 'Ranger XLT 2.5 4x2 CE Diesel'}
887;{'codigo': 887, 'nome': 'Ranger XLT 2.5 4x2 CS Diesel'}
888;{'codigo': 888, 'nome': 'Ranger XLT 2.5 4x4 CD Diesel'}
889;{'codigo': 889, 'nome': 'Ranger XLT 2.5 4x4 CE TB Diesel'}
890;{'codigo': 890, 'nome': 'Ranger XLT 2.5 4x4 CS TB Diesel'}
891;{'codigo': 891, 'nome': 'Ranger XLT 2.8 8v 135cv 4x2 CD TB Diesel'}
892;{'codigo': 892, 'nome': 'Ranger XLT 2.8 8v 135cv 4x4 CD TB Diesel'}
893;{'codigo': 893, 'nome': 'Ranger XLT 2.8 8v 135cv 4x4 CE TB Diesel'}
894;{'codigo': 894, 'nome': 'Ranger XLT 3.0 PSE 163cv 4x2 CD TB Dies.'}
895;{'codigo': 895, 'nome': 'Ranger XLT 3.0 PSE 163cv 4x4 CD TB Dies.'}
10763;{'codigo': 10763, 'nome': 'Ranger XLT 3.0 V6 4x4 CD TB  Die. Aut.'}
6170;{'codigo': 6170, 'nome': 'Ranger XLT 3.2 20V 4x4 CD Diesel'}
6171;{'codigo': 6171, 'nome': 'Ranger XLT 3.2 20V 4x4 CD Diesel Aut.'}
896;{'codigo': 896, 'nome': 'Ranger XLT 4.0 12v V6 210cv 4x4 CD Repow'}
897;{'codigo': 897, 'nome': 'Ranger XLT 4.0 12v V6 210cv 4x4 CE Repow'}
898;{'codigo': 898, 'nome': 'Ranger XLT 4.0 4x2 CE'}
899;{'codigo': 899, 'nome': 'Ranger XLT 4.0 4x2 CS'}
900;{'codigo': 900, 'nome': 'Ranger XLT 4.0 4x4 CD'}
901;{'codigo': 901, 'nome': 'Ranger XLT 4.0 4x4 CE'}
902;{'codigo': 902, 'nome': 'Ranger XLT 4.0 4x4 CS'}
903;{'codigo': 903, 'nome': 'Ranger XLT Limit./L.Cent. 2.8 CD TB Dies'}
904;{'codigo': 904, 'nome': 'Royale Ghia 2.0/2.0i 2p e 4p'}
905;{'codigo': 905, 'nome': 'Royale GL 1.8/1.8i  2p e 4p'}
906;{'codigo': 906, 'nome': 'Royale GL 2.0/2.0i 2p e 4p'}
907;{'codigo': 907, 'nome': 'Taurus GL 3.0 V6'}
908;{'codigo': 908, 'nome': 'Taurus GL SW 3.0 V6 24V'}
909;{'codigo': 909, 'nome': 'Taurus L/LX 3.0 V6'}
910;{'codigo': 910, 'nome': 'Taurus LX SW 3.0 V6 24V'}
911;{'codigo': 911, 'nome': 'Taurus SHO 3.0 V6'}
9163;{'codigo': 9163, 'nome': 'TERRITORY SEL 1.5 GTDi EcoBoost Aut.'}
9164;{'codigo': 9164, 'nome': 'TERRITORY Titanium 1.5 GTDi EcoBo. Aut.'}
912;{'codigo': 912, 'nome': 'Thunderbird SC 3.8 V6'}
6202;{'codigo': 6202, 'nome': 'TRANSIT Chassi 2.2 TDCI Diesel'}
5247;{'codigo': 5247, 'nome': 'TRANSIT Chassi 2.4 TDCI Diesel'}
10838;{'codigo': 10838, 'nome': 'TRANSIT Chassi 350E 2.0 EcoBule Diesel'}
10839;{'codigo': 10839, 'nome': 'TRANSIT Chassi 470E 2.0 EcoBule Diesel'}
9839;{'codigo': 9839, 'nome': 'TRANSIT Furgão 2.0 Curto Turbo Diesel'}
10638;{'codigo': 10638, 'nome': 'TRANSIT Furgão 2.0 Longo Turbo Die Aut.'}
9840;{'codigo': 9840, 'nome': 'TRANSIT Furgão 2.0 Longo Turbo Diesel '}
6383;{'codigo': 6383, 'nome': 'TRANSIT Furgão 2.2 TDCI Curto Diesel'}
6296;{'codigo': 6296, 'nome': 'TRANSIT Furgão 2.2 TDCI Longa Diesel'}
5884;{'codigo': 5884, 'nome': 'TRANSIT Furgão 2.2 TDCI Longo Jumbo Dies'}
4838;{'codigo': 4838, 'nome': 'TRANSIT Furgão 3330 2.4 TDCI Curto Dies.'}
4839;{'codigo': 4839, 'nome': 'TRANSIT Furgão 3550 2.4 TDCI Longo Dies.'}
10639;{'codigo': 10639, 'nome': 'TRANSIT Minibus 15 Lug. 2.0 16V Die Aut.'}
9650;{'codigo': 9650, 'nome': 'TRANSIT Minibus 15 Lug. 2.0 16V Diesel'}
10640;{'codigo': 10640, 'nome': 'TRANSIT Minibus 18 Lug. 2.0 16V Die Aut.'}
9651;{'codigo': 9651, 'nome': 'TRANSIT Minibus 18 Lug. 2.0 16V Diesel'}
10641;{'codigo': 10641, 'nome': 'TRANSIT Minibus Vidrada 2.0 16V Die Aut.'}
9652;{'codigo': 9652, 'nome': 'TRANSIT Minibus Vidrada 2.0 16V Diesel'}
6203;{'codigo': 6203, 'nome': 'TRANSIT Van 3550 2.2 TDCI 14/16lug. Dies'}
4840;{'codigo': 4840, 'nome': 'TRANSIT Van 3550 2.4 TDCI 14lug. Diesel'}
913;{'codigo': 913, 'nome': 'Verona Ghia 2.0i 4p'}
914;{'codigo': 914, 'nome': 'Verona GL 1.8i / LX 1.8i 4p'}
915;{'codigo': 915, 'nome': 'Verona GLX 1.8 (Modelo antigo)'}
916;{'codigo': 916, 'nome': 'Verona GLX 1.8i / 1.8 4p'}
917;{'codigo': 917, 'nome': 'Verona GLX 2.0i / 2.0 4p'}
918;{'codigo': 918, 'nome': 'Verona LX 1.6 (Modelo antigo)'}
919;{'codigo': 919, 'nome': 'Verona LX 1.8 (Modelo antigo)'}
920;{'codigo': 920, 'nome': 'Verona S 2.0i 4p'}
921;{'codigo': 921, 'nome': 'Versailles Ghia 2.0i / 2.0 2p e 4p'}
922;{'codigo': 922, 'nome': 'Versailles GL 1.8i / 1.8 2p e 4p'}
923;{'codigo': 923, 'nome': 'Versailles GL 2.0i / 2.0 2p e 4p'}
924;{'codigo': 924, 'nome': 'Windstar GL'}
925;{'codigo': 925, 'nome': 'Windstar LX'}
