;id;municipio;estado;regiao;uf;data
0;291790410;Jandaíra;Bahia;Nordeste;BA;2024-02-04 15:58:33
1;311350310;Carbonita;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
2;520005005;Abadia de Goiás;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
3;310010405;Abadia dos Dourados;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
4;520010005;Abadiânia;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
5;310020305;Abaeté;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
6;315550410;Rio Paranaíba;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
7;316210407;São Gotardo;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
8;150010705;Abaetetuba;Pará;Norte;PA;2024-02-04 15:58:33
9;230010105;Abaiara;Ceará;Nordeste;CE;2024-02-04 15:58:33
10;313840110;Leopoldina;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
11;290010805;Abaíra;Bahia;Nordeste;BA;2024-02-04 15:58:33
12;410490710;Castro;Paraná;Sul;PR;2024-02-04 15:58:33
13;290020705;Abaré;Bahia;Nordeste;BA;2024-02-04 15:58:33
14;330450810;Rio das Flores;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
15;410010305;Abatiá;Paraná;Sul;PR;2024-02-04 15:58:33
16;420005105;Abdon Batista;Santa Catarina;Sul;SC;2024-02-04 15:58:33
17;150013105;Abel Figueiredo;Pará;Norte;PA;2024-02-04 15:58:33
18;420010105;Abelardo Luz;Santa Catarina;Sul;SC;2024-02-04 15:58:33
19;230580308;Ipu;Ceará;Nordeste;CE;2024-02-04 15:58:33
20;291840707;Juazeiro;Bahia;Nordeste;BA;2024-02-04 15:58:33
21;330010010;Angra dos Reis;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
22;290570110;Camaçari;Bahia;Nordeste;BA;2024-02-04 15:58:33
23;310030205;Abre Campo;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
24;260005405;Abreu e Lima;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
25;170025105;Abreulândia;Tocantins;Norte;TO;2024-02-04 15:58:33
26;310210010;Alto Rio Doce;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
27;110020510;Porto Velho;Rondônia;Norte;RO;2024-02-04 15:58:33
28;310040105;Acaiaca;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
29;210005505;Açailândia;Maranhão;Nordeste;MA;2024-02-04 15:58:33
30;290030605;Acajutiba;Bahia;Nordeste;BA;2024-02-04 15:58:33
31;150020605;Acará;Pará;Norte;PA;2024-02-04 15:58:33
32;230015005;Acarape;Ceará;Nordeste;CE;2024-02-04 15:58:33
33;230020005;Acaraú;Ceará;Nordeste;CE;2024-02-04 15:58:33
34;240010905;Acari;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
35;220005305;Acauã;Piauí;Nordeste;PI;2024-02-04 15:58:33
36;313835110;Leme do Prado;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
37;430003405;Aceguá;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
38;320313010;João Neiva;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
39;430745007;Esperança do Sul;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
40;230030905;Acopiara;Ceará;Nordeste;CE;2024-02-04 15:58:33
41;510010205;Acorizal;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
42;120001305;Acrelândia;Acre;Norte;AC;2024-02-04 15:58:33
43;520013405;Acreúna;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
44;240020805;Açu;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
45;292100510;Mata de São João;Bahia;Nordeste;BA;2024-02-04 15:58:33
46;130090415;Canutama;Amazonas;Norte;AM;2024-02-04 15:58:33
47;310050005;Açucena;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
48;230533210;Ibicuitinga;Ceará;Nordeste;CE;2024-02-04 15:58:33
49;292810910;Santa Maria da Vitória;Bahia;Nordeste;BA;2024-02-04 15:58:33
50;231320307;Tamboril;Ceará;Nordeste;CE;2024-02-04 15:58:33
51;230850007;Mombaça;Ceará;Nordeste;CE;2024-02-04 15:58:33
52;412220610;Rio Branco do Sul;Paraná;Sul;PR;2024-02-04 15:58:33
53;292860410;Santo Amaro;Bahia;Nordeste;BA;2024-02-04 15:58:33
54;313190110;Itabirito;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
55;350010505;Adamantina;São Paulo;Sudeste;SP;2024-02-04 15:58:33
56;310850310;Botumirim;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
57;520015905;Adelândia;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
58;412730410;Terra Rica;Paraná;Sul;PR;2024-02-04 15:58:33
59;350020405;Adolfo;São Paulo;Sudeste;SP;2024-02-04 15:58:33
60;410020205;Adrianópolis;Paraná;Sul;PR;2024-02-04 15:58:33
61;230470710;Granja;Ceará;Nordeste;CE;2024-02-04 15:58:33
62;290035505;Adustina;Bahia;Nordeste;BA;2024-02-04 15:58:33
63;292930510;São Gonçalo dos Campos;Bahia;Nordeste;BA;2024-02-04 15:58:33
64;260010405;Afogados da Ingazeira;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
65;330095110;Comendador Levy Gasparian;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
66;240030705;Afonso Bezerra;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
67;320010205;Afonso Cláudio;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
68;210010505;Afonso Cunha;Maranhão;Nordeste;MA;2024-02-04 15:58:33
69;431890310;São Luiz Gonzaga;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
70;260020305;Afrânio;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
71;291930610;Lençóis;Bahia;Nordeste;BA;2024-02-04 15:58:33
72;150030505;Afuá;Pará;Norte;PA;2024-02-04 15:58:33
73;320420310;Piúma;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
74;354220610;Rancharia;São Paulo;Sudeste;SP;2024-02-04 15:58:33
75;260030205;Agrestina;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
76;220010305;Agricolândia;Piauí;Nordeste;PI;2024-02-04 15:58:33
77;411560607;Matelândia;Paraná;Sul;PR;2024-02-04 15:58:33
78;420020005;Agrolândia;Santa Catarina;Sul;SC;2024-02-04 15:58:33
79;420030905;Agronômica;Santa Catarina;Sul;SC;2024-02-04 15:58:33
80;411320510;Lapa;Paraná;Sul;PR;2024-02-04 15:58:33
81;150034705;Água Azul do Norte;Pará;Norte;PA;2024-02-04 15:58:33
82;290395310;Bom Jesus da Serra;Bahia;Nordeste;BA;2024-02-04 15:58:33
83;310060905;Água Boa;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
84;231040710;Paramoti;Ceará;Nordeste;CE;2024-02-04 15:58:33
85;411750310;Paiçandu;Paraná;Sul;PR;2024-02-04 15:58:33
86;510020105;Água Boa;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
87;500750510;Rochedo;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
88;315737710;Santa Cruz de Salinas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
89;230565440;Ipaporanga;Ceará;Nordeste;CE;2024-02-04 15:58:33
90;250010605;Água Branca;Paraíba;Nordeste;PB;2024-02-04 15:58:33
91;220020205;Água Branca;Piauí;Nordeste;PI;2024-02-04 15:58:33
92;270010205;Água Branca;Alagoas;Nordeste;AL;2024-02-04 15:58:33
93;311700910;Comercinho;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
94;500020305;Água Clara;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
95;310070805;Água Comprida;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
96;510190210;Brasnorte;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
97;291230110;Ibicuí;Bahia;Nordeste;BA;2024-02-04 15:58:33
98;420040805;Água Doce;Santa Catarina;Sul;SC;2024-02-04 15:58:33
99;210015405;Água Doce do Maranhão;Maranhão;Nordeste;MA;2024-02-04 15:58:33
100;320016905;Água Doce do Norte;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
101;231150407;Quixeré;Ceará;Nordeste;CE;2024-02-04 15:58:33
102;290040505;Água Fria;Bahia;Nordeste;BA;2024-02-04 15:58:33
103;260170610;Belo Jardim;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
104;510300710;Chapada dos Guimarães;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
105;520017505;Água Fria de Goiás;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
106;520020905;Água Limpa;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
107;311600120;Chalé;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
108;240040605;Água Nova;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
109;260040105;Água Preta;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
110;310090607;Águas Formosas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
111;355030801;São Paulo;São Paulo;Sudeste;SP;2024-02-04 15:58:33
112;430005905;Água Santa;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
113;316920807;Tombos;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
114;230495410;Guaiúba;Ceará;Nordeste;CE;2024-02-04 15:58:33
115;354890610;São Carlos;São Paulo;Sudeste;SP;2024-02-04 15:58:33
116;312460910;Estrela Dalva;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
117;510340330;Cuiabá;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
118;230630607;Itapajé;Ceará;Nordeste;CE;2024-02-04 15:58:33
119;350030305;Aguaí;São Paulo;Sudeste;SP;2024-02-04 15:58:33
120;310080705;Aguanil;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
121;510550710;Vila Bela da Santíssima Trindade;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
122;431350811;Osório;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
123;310270410;Cachoeira de Pajeú;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
124;260050005;Águas Belas;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
125;230240407;Boa Viagem;Ceará;Nordeste;CE;2024-02-04 15:58:33
126;421890510;Urubici;Santa Catarina;Sul;SC;2024-02-04 15:58:33
127;320013610;Águia Branca;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
128;510510110;Juara;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
129;432300210;Viamão;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
130;350040205;Águas da Prata;São Paulo;Sudeste;SP;2024-02-04 15:58:33
131;420050705;Águas de Chapecó;Santa Catarina;Sul;SC;2024-02-04 15:58:33
132;311770210;Conceição do Rio Verde;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
133;411080506;Iretama;Paraná;Sul;PR;2024-02-04 15:58:33
134;350050105;Águas de Lindóia;São Paulo;Sudeste;SP;2024-02-04 15:58:33
135;500220910;Bonito;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
136;350055005;Águas de Santa Bárbara;São Paulo;Sudeste;SP;2024-02-04 15:58:33
137;520890540;Goiás;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
138;350060005;Águas de São Pedro;São Paulo;Sudeste;SP;2024-02-04 15:58:33
139;292370410;Paratinga;Bahia;Nordeste;BA;2024-02-04 15:58:33
140;316400110;São Pedro dos Ferros;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
141;310090605;Águas Formosas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
142;420055605;Águas Frias;Santa Catarina;Sul;SC;2024-02-04 15:58:33
143;520025805;Águas Lindas de Goiás;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
144;420060605;Águas Mornas;Santa Catarina;Sul;SC;2024-02-04 15:58:33
145;310100305;Águas Vermelhas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
146;355420110;Tejupá;São Paulo;Sudeste;SP;2024-02-04 15:58:33
147;430010905;Agudo;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
148;350070905;Agudos;São Paulo;Sudeste;SP;2024-02-04 15:58:33
149;410030105;Agudos do Sul;Paraná;Sul;PR;2024-02-04 15:58:33
150;320013605;Águia Branca;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
151;250020505;Aguiar;Paraíba;Nordeste;PB;2024-02-04 15:58:33
152;170030105;Aguiarnópolis;Tocantins;Norte;TO;2024-02-04 15:58:33
153;351560810;Fernando Prestes;São Paulo;Sudeste;SP;2024-02-04 15:58:33
154;330420110;Resende;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
155;421150410;Nova Trento;Santa Catarina;Sul;SC;2024-02-04 15:58:33
156;310110205;Aimorés;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
157;290060305;Aiquara;Bahia;Nordeste;BA;2024-02-04 15:58:33
158;260570710;Floresta;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
159;320480710;São José do Calçado;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
160;314830110;Paula Cândido;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
161;230800510;Massapê;Ceará;Nordeste;CE;2024-02-04 15:58:33
162;230040805;Aiuaba;Ceará;Nordeste;CE;2024-02-04 15:58:33
163;420610810;Grão-Pará;Santa Catarina;Sul;SC;2024-02-04 15:58:33
164;310120105;Aiuruoca;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
165;354390710;Rio Claro;São Paulo;Sudeste;SP;2024-02-04 15:58:33
166;430020805;Ajuricaba;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
167;292335710;Ourolândia;Bahia;Nordeste;BA;2024-02-04 15:58:33
168;310130005;Alagoa;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
169;250030405;Alagoa Grande;Paraíba;Nordeste;PB;2024-02-04 15:58:33
170;250040305;Alagoa Nova;Paraíba;Nordeste;PB;2024-02-04 15:58:33
171;314800435;Patos de Minas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
172;250050205;Alagoinha;Paraíba;Nordeste;PB;2024-02-04 15:58:33
173;230130710;Araripe;Ceará;Nordeste;CE;2024-02-04 15:58:33
174;260060905;Alagoinha;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
175;220025105;Alagoinha do Piauí;Piauí;Nordeste;PI;2024-02-04 15:58:33
176;290070205;Alagoinhas;Bahia;Nordeste;BA;2024-02-04 15:58:33
177;350075805;Alambari;São Paulo;Sudeste;SP;2024-02-04 15:58:33
178;230590207;Ipueiras;Ceará;Nordeste;CE;2024-02-04 15:58:33
179;431570110;Rio Pardo;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
180;310140905;Albertina;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
181;314050610;Martinho Campos;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
182;350550010;Barretos;São Paulo;Sudeste;SP;2024-02-04 15:58:33
183;312610910;Formiga;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
184;500320710;Corumbá;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
185;261410510;Sertânia;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
186;210020405;Alcântara;Maranhão;Nordeste;MA;2024-02-04 15:58:33
187;230050705;Alcântaras;Ceará;Nordeste;CE;2024-02-04 15:58:33
188;250053605;Alcantil;Paraíba;Nordeste;PB;2024-02-04 15:58:33
189;510420310;Guiratinga;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
190;500025205;Alcinópolis;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
191;290080105;Alcobaça;Bahia;Nordeste;BA;2024-02-04 15:58:33
192;312083910;Cuparaque;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
193;350570810;Barueri;São Paulo;Sudeste;SP;2024-02-04 15:58:33
194;510010210;Acorizal;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
195;351060910;Carapicuíba;São Paulo;Sudeste;SP;2024-02-04 15:58:33
196;330560420;Silva Jardim;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
197;210030305;Aldeias Altas;Maranhão;Nordeste;MA;2024-02-04 15:58:33
198;430030705;Alecrim;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
199;410700910;Curiúva;Paraná;Sul;PR;2024-02-04 15:58:33
200;320020105;Alegre;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
201;311930210;Coromandel;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
202;290515610;Caetanos;Bahia;Nordeste;BA;2024-02-04 15:58:33
203;290870508;Condeúba;Bahia;Nordeste;BA;2024-02-04 15:58:33
204;430040605;Alegrete;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
205;220027705;Alegrete do Piauí;Piauí;Nordeste;PI;2024-02-04 15:58:33
206;430045505;Alegria;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
207;316760810;Simonésia;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
208;310150805;Além Paraíba;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
209;412660310;Siqueira Campos;Paraná;Sul;PR;2024-02-04 15:58:33
210;150040405;Alenquer;Pará;Norte;PA;2024-02-04 15:58:33
211;411820410;Paranaguá;Paraná;Sul;PR;2024-02-04 15:58:33
212;240050505;Alexandria;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
213;313440010;Iturama;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
214;520030805;Alexânia;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
215;310160705;Alfenas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
216;431000910;Ibirubá;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
217;320030005;Alfredo Chaves;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
218;352680310;Lençóis Paulista;São Paulo;Sudeste;SP;2024-02-04 15:58:33
219;350080805;Alfredo Marcondes;São Paulo;Sudeste;SP;2024-02-04 15:58:33
220;310163105;Alfredo Vasconcelos;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
221;420070505;Alfredo Wagner;Santa Catarina;Sul;SC;2024-02-04 15:58:33
222;291290510;Ibirataia;Bahia;Nordeste;BA;2024-02-04 15:58:33
223;250057705;Algodão de Jandaíra;Paraíba;Nordeste;PB;2024-02-04 15:58:33
224;231126410;Quiterianópolis;Ceará;Nordeste;CE;2024-02-04 15:58:33
225;261410515;Sertânia;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
226;292590710;Quijingue;Bahia;Nordeste;BA;2024-02-04 15:58:33
227;250060105;Alhandra;Paraíba;Nordeste;PB;2024-02-04 15:58:33
228;260070805;Aliança;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
229;170035005;Aliança do Tocantins;Tocantins;Norte;TO;2024-02-04 15:58:33
230;290090005;Almadina;Bahia;Nordeste;BA;2024-02-04 15:58:33
231;170040005;Almas;Tocantins;Norte;TO;2024-02-04 15:58:33
232;313460810;Jaboticatubas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
233;150050305;Almeirim;Pará;Norte;PA;2024-02-04 15:58:33
234;310170605;Almenara;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
235;240060405;Almino Afonso;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
236;410040005;Almirante Tamandaré;Paraná;Sul;PR;2024-02-04 15:58:33
237;430047105;Almirante Tamandaré do Sul;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
238;150170910;Bragança;Pará;Norte;PA;2024-02-04 15:58:33
239;230655310;Itarema;Ceará;Nordeste;CE;2024-02-04 15:58:33
240;520050605;Aloândia;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
241;310180505;Alpercata;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
242;430050505;Alpestre;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
243;310190405;Alpinópolis;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
244;510025005;Alta Floresta;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
245;110001505;Alta Floresta D'Oeste;Rondônia;Norte;RO;2024-02-04 15:58:33
246;350090705;Altair;São Paulo;Sudeste;SP;2024-02-04 15:58:33
247;150060205;Altamira;Pará;Norte;PA;2024-02-04 15:58:33
248;210040205;Altamira do Maranhão;Maranhão;Nordeste;MA;2024-02-04 15:58:33
249;410045905;Altamira do Paraná;Paraná;Sul;PR;2024-02-04 15:58:33
250;230060605;Altaneira;Ceará;Nordeste;CE;2024-02-04 15:58:33
251;150680710;Santarém;Pará;Norte;PA;2024-02-04 15:58:33
252;130370015;Santo Antônio do Içá;Amazonas;Norte;AM;2024-02-04 15:58:33
253;310200105;Alterosa;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
254;260080705;Altinho;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
255;350100405;Altinópolis;São Paulo;Sudeste;SP;2024-02-04 15:58:33
256;350110305;Alto Alegre;São Paulo;Sudeste;SP;2024-02-04 15:58:33
257;410590410;Colorado;Paraná;Sul;PR;2024-02-04 15:58:33
258;420390710;Capinzal;Santa Catarina;Sul;SC;2024-02-04 15:58:33
259;430055405;Alto Alegre;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
260;430512410;Cerrito;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
261;140005005;Alto Alegre;Roraima;Norte;RR;2024-02-04 15:58:33
262;410460020;Capitão Leônidas Marques;Paraná;Sul;PR;2024-02-04 15:58:33
263;210043605;Alto Alegre do Maranhão;Maranhão;Nordeste;MA;2024-02-04 15:58:33
264;210047705;Alto Alegre do Pindaré;Maranhão;Nordeste;MA;2024-02-04 15:58:33
265;110037905;Alto Alegre dos Parecis;Rondônia;Norte;RO;2024-02-04 15:58:33
266;521530610;Orizona;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
267;510030005;Alto Araguaia;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
268;420075405;Alto Bela Vista;Santa Catarina;Sul;SC;2024-02-04 15:58:33
269;310730720;Bocaiúva;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
270;510035905;Alto Boa Vista;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
271;260230815;Bonito;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
272;292210210;Mundo Novo;Bahia;Nordeste;BA;2024-02-04 15:58:33
273;171240510;Lizarda;Tocantins;Norte;TO;2024-02-04 15:58:33
274;320480715;São José do Calçado;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
275;320460907;Santa Teresa;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
276;310205005;Alto Caparaó;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
277;320503610;Vargem Alta;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
278;320506910;Venda Nova do Imigrante;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
279;510700810;Poxoréu;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
280;352240611;Itapeva;São Paulo;Sudeste;SP;2024-02-04 15:58:33
281;420420210;Chapecó;Santa Catarina;Sul;SC;2024-02-04 15:58:33
282;431020707;Ijuí;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
283;355030802;São Paulo;São Paulo;Sudeste;SP;2024-02-04 15:58:33
284;312770110;Governador Valadares;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
285;412750210;Tibagi;Paraná;Sul;PR;2024-02-04 15:58:33
286;310110210;Aimorés;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
287;240070305;Alto do Rodrigues;Rio Grande do Norte;Nordeste;RN;2024-02-04 15:58:33
288;412250310;Roncador;Paraná;Sul;PR;2024-02-04 15:58:33
289;432190708;Três Passos;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
290;410450125;Capanema;Paraná;Sul;PR;2024-02-04 15:58:33
291;430057005;Alto Feliz;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
292;510040905;Alto Garças;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
293;520055505;Alto Horizonte;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
294;315350905;Alto Jequitibá;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
295;230530807;Ibiapina;Ceará;Nordeste;CE;2024-02-04 15:58:33
296;170900525;Goiatins;Tocantins;Norte;TO;2024-02-04 15:58:33
297;220030105;Alto Longá;Piauí;Nordeste;PI;2024-02-04 15:58:33
298;311800710;Congonhas;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
299;320080510;Baixo Guandu;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
300;320370008;Muniz Freire;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
301;510050805;Alto Paraguai;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
302;412862505;Alto Paraíso;Paraná;Sul;PR;2024-02-04 15:58:33
303;110040305;Alto Paraíso;Rondônia;Norte;RO;2024-02-04 15:58:33
304;520060505;Alto Paraíso de Goiás;Goiás;Centro-Oeste;GO;2024-02-04 15:58:33
305;410060805;Alto Paraná;Paraná;Sul;PR;2024-02-04 15:58:33
306;431680807;Santa Cruz do Sul;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
307;210050105;Alto Parnaíba;Maranhão;Nordeste;MA;2024-02-04 15:58:33
308;315950607;Santa Rita do Itueto;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
309;410070705;Alto Piquiri;Paraná;Sul;PR;2024-02-04 15:58:33
310;320040910;Anchieta;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
311;353700810;Pedregulho;São Paulo;Sudeste;SP;2024-02-04 15:58:33
312;411150610;Ivaiporã;Paraná;Sul;PR;2024-02-04 15:58:33
313;431610510;Ronda Alta;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
314;310210005;Alto Rio Doce;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
315;320035905;Alto Rio Novo;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
316;411722210;Nova Santa Rosa;Paraná;Sul;PR;2024-02-04 15:58:33
317;320460910;Santa Teresa;Espírito Santo;Sudeste;ES;2024-02-04 15:58:33
318;500630908;Paranaíba;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
319;230070505;Alto Santo;Ceará;Nordeste;CE;2024-02-04 15:58:33
320;500627510;Paraíso das Águas;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
321;510060705;Alto Taquari;Mato Grosso;Centro-Oeste;MT;2024-02-04 15:58:33
322;432147710;Tiradentes do Sul;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
323;316820010;Tapiraí;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
324;410050905;Altônia;Paraná;Sul;PR;2024-02-04 15:58:33
325;220040005;Altos;Piauí;Nordeste;PI;2024-02-04 15:58:33
326;280140510;Carira;Sergipe;Nordeste;SE;2024-02-04 15:58:33
327;350115205;Alumínio;São Paulo;Sudeste;SP;2024-02-04 15:58:33
328;311880910;Coração de Jesus;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
329;130002905;Alvarães;Amazonas;Norte;AM;2024-02-04 15:58:33
