;id;municipio;estado;regiao;uf;data
10042;316930705;Três Corações;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
10043;432170905;Três Coroas;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
10044;410420425;Campo Largo;Paraná;Sul;PR;2024-02-04 15:58:33
10045;432180805;Três de Maio;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
10046;314545515;Olhos-d'Água;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
10047;432183205;Três Forquilhas;Rio Grande do Sul;Sul;RS;2024-02-04 15:58:33
10048;355490405;Três Fronteiras;São Paulo;Sudeste;SP;2024-02-04 15:58:33
10049;310610115;Belmiro Braga;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
10050;230940930;Novo Oriente;Ceará;Nordeste;CE;2024-02-04 15:58:33
10051;330090230;Cambuci;Rio de Janeiro;Sudeste;RJ;2024-02-04 15:58:33
10052;260680425;Igarassu;Pernambuco;Nordeste;PE;2024-02-04 15:58:33
10053;500830505;Três Lagoas;Mato Grosso do Sul;Centro-Oeste;MS;2024-02-04 15:58:33
10054;316935605;Três Marias;Minas Gerais;Sudeste;MG;2024-02-04 15:58:33
